id,time,place,magnitude,longitude,latitude
nc75061451,1726259775940,"6 km WNW of Cobb, CA",1.09,-122.793334960938,38.8255004882812
uw62037792,1726259357800,"7 km S of Shelton, Washington",1.17,-123.11333333333333,47.15116666666667
ak024btd6k01,1726259216655,"83 km NNW of Yakutat, Alaska",1.7,-140.3623,60.2271
ok2024sbhg,1726259195119,"6 km ENE of Drumright, Oklahoma",1.16,-96.53383333,36.01166667
uw62037787,1726259186900,"3 km SSW of Scotts Mills, Oregon",1.51,-122.6925,45.01266666666667
av93264058,1726258887950,"86 km NW of Karluk, Alaska",0.51,-155.364,58.171
ci40733055,1726258570140,"9 km N of Acton, CA",1.01,-118.2041667,34.5516667
nn00884659,1726257747350,"47 km SE of Beatty, Nevada",-0.3,-116.3444,36.6453
ci40733039,1726257637290,"3 km N of Malibu, CA",1.59,-118.8106667,34.0291667
av93264023,1726257360740,"14 km NNE of Atka, Alaska",0.97,-174.145333333333,52.3245
av93021019,1726256914510,"54 km NE of Kenny Lake, Alaska",0.39,-144.159,62.041
ci40733015,1726256773770,"2 km SE of Home Gardens, CA",1.12,-117.5078333,33.8691667
nc75061436,1726256413570,"9 km SSE of Gilroy, CA",1.22,-121.5115,36.9343333333333
av93020904,1726256356250,"56 km NE of Kenny Lake, Alaska",0.93,-144.13,62.0455
uu80082466,1726256353760,"5 km E of Hebgen Lake Estates, Montana",-0.52,-111.117666666667,44.7625
nc75061431,1726256027820,"6 km WNW of Cobb, CA",0.31,-122.789666666667,38.8345
tx2024sbeu,1726254678710,"34 km WSW of Ackerly, Texas",2.3,-102.055,32.405
ci40732999,1726254676030,"14 km ENE of Coachella, CA",1.31,-116.0455,33.7373333
av93263968,1726254656680,"8 km NW of Dutch Harbor, Alaska",-0.36,-166.622333333333,53.9515
tx2024sben,1726254132565,"50 km S of Whites City, New Mexico",1.9,-104.358,31.723
av93263953,1726254084640,"8 km NW of Dutch Harbor, Alaska",-0.32,-166.620166666667,53.9531666666667
ci40732967,1726254044830,"2 km SE of Home Gardens, CA",1.23,-117.5003333,33.8636667
av93263943,1726253673540,"7 km NNW of Dutch Harbor, Alaska",1.2,-166.592,53.9545
us7000ndmk,1726253507774,"96 km E of Finschhafen, Papua New Guinea",4.7,148.7031,-6.4131
hv74457601,1726253470010,"6 km S of Volcano, Hawaii",1.76999998,-155.245666503906,19.3851661682129
ak024btc4tgp,1726253450014,"15 km N of Susitna, Alaska",1.5,-150.5472,61.686
uw62037747,1726252903920,"2 km S of Morton, Washington",0.37,-122.2755,46.5335
ci40732903,1726252645180,"11 km NE of Cabazon, CA",1.98,-116.688,33.9771667
ci40732895,1726252216630,"15 km NNW of Borrego Springs, CA",1.53,-116.4171667,33.3893333
us7000ndmh,1726252194200,"274 km NNE of Saga, China",4.9,86.5605,31.5125
nc75061421,1726252000020,"5 km NW of The Geysers, CA",0.26,-122.800498962402,38.8073348999023
pr71459953,1726251944230,"9 km SSE of Maria Antonia, Puerto Rico",2.71,-66.846,17.8995
uu80082451,1726251756560,"31 km W of Veyo, Utah",1.59,-114.041166666667,37.3835
uu80082446,1726251277070,"31 km W of Veyo, Utah",1.63,-114.040166666667,37.374
ak024btbwuh3,1726251210634,"42 km ESE of Pedro Bay, Alaska",1.6,-153.4331,59.6192
nc75061416,1726251171990,"10 km ENE of Gilroy, CA",2.04,-121.480666666667,37.0568333333333
uu80082441,1726251128050,"29 km W of Veyo, Utah",1.71,-114.019833333333,37.3718333333333
ci40732855,1726251054620,"44 km NE of Holtville, CA",1.06,-115.0098333,33.056
nc75061411,1726250761900,"5 km NW of The Geysers, CA",0.86,-122.797668457031,38.8079986572266
nc75061406,1726250731830,"5 km NW of The Geysers, CA",1.08,-122.794830322266,38.8058319091797
pr71459948,1726250248790,"4 km SE of Maria Antonia, Puerto Rico",2.0,-66.8601666666667,17.9495
ak024btbifc2,1726249562582,"12 km N of Skwentna, Alaska",2.0,-151.4019,62.1006
hv74457461,1726248902280,"6 km NNW of Volcano, Hawaii",1.06,-155.254333333333,19.4951666666667
us7000ndlx,1726248735692,"127 km SSE of Kyzyl-Suu, Kyrgyzstan",4.4,78.3458,41.2202
hv74457456,1726248723270,"4 km SSE of Honaunau-Napoopoo, Hawaii",1.83000004,-155.845672607422,19.4214992523193
us7000ndlv,1726248684012,"153 km ESE of Sarangani, Philippines",4.7,126.7695,4.9502
av93020929,1726248231510,"71 km WSW of Nikolski, Alaska",0.28,-169.8975,52.7933333333333
nn00884638,1726248057023,"37 km W of Empire, Nevada",1.7,-119.7793,40.5361
us7000ndlt,1726247989577,"145 km S of Pundong, Indonesia",4.6,110.3796,-9.2629
tx2024sbat,1726247296352,"33 km WSW of Ackerly, Texas",1.1,-102.045,32.411
ci40732815,1726246345480,"8 km SW of Lytle Creek, CA",0.65,-117.5555,34.201
ak024btay5j0,1726246304285,"60 km E of Cantwell, Alaska",1.5,-147.7493,63.4707
nc75061396,1726246266620,"13 km SE of Middletown, CA",0.71,-122.495,38.6873333333333
nc75001118,1726246237790,"13 km SE of Middletown, CA",0.71,-122.4955,38.6881666666667
uw62037707,1726246101090,"7 km WNW of Warren, Oregon",1.79,-122.9375,45.85366666666667
ci40732799,1726246003940,"20 km ESE of Little Lake, CA",0.89,-117.6931667,35.9006667
ak024btax2tm,1726246002735,"42 km ENE of Cordova, Alaska",1.5,-145.0341,60.6781
av93020924,1726245337910,"23 km W of Sitka, Alaska",0.35,-135.714833333333,57.057
nc75061391,1726245267710,"2 km ESE of Aromas, CA",1.62,-121.617166666667,36.8878333333333
nc75061386,1726244745490,"8 km WNW of Cobb, CA",0.74,-122.810836791992,38.8411674499512
nn00884636,1726244687696,"52 km SE of Beatty, Nevada",-0.1,-116.2775,36.6444
nn00884633,1726244407431,"56 km NNE of Keeler, California",1.6,-117.5618,36.9277
hv74457296,1726244292950,"6 km SW of Volcano, Hawaii",2.04,-155.278166666667,19.4013333333333
ci40732783,1726244131990,"9 km SSW of Idyllwild, CA",0.75,-116.769,33.6698333
nc75061376,1726243648260,"1 km NW of The Geysers, CA",0.78,-122.768997192383,38.78466796875
nc75061371,1726243291320,"12 km NW of The Geysers, CA",0.82,-122.874336242676,38.8351669311523
av93020919,1726242716660,"62 km NE of Nikolski, Alaska",-0.2,-168.212666666667,53.3426666666667
ci40732767,1726242413250,"15 km E of Coso Junction, CA",1.3,-117.7795,36.0343333
av93263778,1726242064020,"Rat Islands, Aleutian Islands, Alaska",-0.21,178.4605,51.9466666666667
ci40732751,1726241875630,"10 km NNW of Big Bear City, CA",1.15,-116.8846667,34.3483333
hv74457206,1726241749650,"11 km SSE of Volcano, Hawaii",1.89,-155.175827026367,19.3578338623047
ci40732743,1726241487070,"20 km SW of Lamont, CA",1.47,-119.0785,35.1403333
hv74457176,1726240835930,"6 km SSW of Volcano, Hawaii",1.86000001,-155.248001098633,19.3894996643066
nc75061366,1726240835680,"4 km SW of Colma, CA",0.95,-122.482833333333,37.6501666666667
hv74457171,1726240834690,"6 km S of Volcano, Hawaii",2.03999996,-155.238830566406,19.3799991607666
av93263753,1726240632980,"8 km NNW of Dutch Harbor, Alaska",0.85,-166.599,53.9558333333333
us7000ndl4,1726240510371,"28 km NW of Vilcanchos, Peru",4.8,-74.7475,-13.4574
ci40732711,1726239422920,"5 km N of Malibu, CA",1.42,-118.8061667,34.0486667
uw62037657,1726239395950,"38 km NNE of Amboy, Washington",-0.43,-122.189,46.20166666666667
hv74457111,1726239290260,"5 km SSW of Volcano, Hawaii",1.82,-155.249160766602,19.3959999084473
ak024bt9rb3k,1726239114407,"31 km WSW of Cantwell, Alaska",2.1,-149.5531,63.3228
ak024bt9p47g,1726238490663,"65 km W of Nanwalek, Alaska",1.7,-153.0446,59.2513
ci40732679,1726238292210,"5 km N of Malibu, CA",1.4,-118.8186667,34.0453333
nc75061361,1726238281560,"16 km NW of Parkfield, CA",1.61,-120.564331054688,35.9998321533203
nc75061356,1726237863060,"17 km NW of Parkfield, CA",1.72,-120.563835144043,36.002498626709
hv74457041,1726237346020,"6 km S of Volcano, Hawaii",1.86000001,-155.242004394531,19.3840007781982
av93263673,1726237278660,"76 km NE of Nikolski, Alaska",-0.03,-168.039166666667,53.4158333333333
uw62037652,1726237149730,"37 km NNE of Amboy, Washington",-0.17,-122.1975,46.20466666666667
hv74457031,1726237148190,"7 km SW of Volcano, Hawaii",1.83,-155.279006958008,19.3876667022705
ok2024sava,1726236913460,"3 km SW of Hulbert, Oklahoma",1.65,-95.17016667,35.91
ci40732639,1726236510470,"22 km SSW of La Quinta, CA",1.56,-116.4198333,33.4908333
ak024bt962s2,1726235568826,"12 km NNE of Four Mile Road, Alaska",1.4,-149.0166,64.7099
uw62037642,1726234167400,"36 km NNE of Amboy, Washington",-0.02,-122.19183333333334,46.19133333333333
ci40732607,1726233728390,"8 km WNW of Lake Henshaw, CA",0.65,-116.8438333,33.268
ci40732599,1726233339720,"8 km WNW of Lake Henshaw, CA",1.39,-116.8476667,33.2666667
uw62037627,1726233275140,"37 km NNE of Amboy, Washington",0.33,-122.19083333333333,46.201
ci40732591,1726233235370,"8 km WNW of Lake Henshaw, CA",1.5,-116.8496667,33.2666667
nc75061336,1726233225010,"17 km NW of Parkfield, CA",1.92,-120.566497802734,36.0045013427734
nc75061341,1726233120890,"8 km ESE of Mammoth Lakes, CA",0.2,-118.892,37.6361666666667
ci40732575,1726232415350,"8 km WNW of Lake Henshaw, CA",2.2,-116.8495,33.2678333
hv74456811,1726232339060,"7 km SSW of Volcano, Hawaii",1.9,-155.251333333333,19.3755
hv74456806,1726232329020,"10 km SSW of Fern Forest, Hawaii",1.09,-155.158833333333,19.3756666666667
hv74456776,1726231631960,"11 km NE of Pāhala, Hawaii",1.91999996,-155.401840209961,19.275333404541
mb90061303,1726231517460,"13 km E of Kelly, Wyoming",0.8,-110.454333333333,43.5986666666667
us7000ndi0,1726230443165,western Xizang,4.6,85.2978,33.6175
hv74456696,1726230127990,"7 km SSW of Volcano, Hawaii",1.75999999,-155.254501342773,19.3745002746582
nc75061326,1726230111000,"16 km NW of Parkfield, CA",2.69,-120.562164306641,35.9998321533203
ci40732559,1726229836360,"6 km N of Malibu, CA",1.55,-118.8086667,34.0613333
hv74456666,1726229635310,"9 km SSE of Volcano, Hawaii",0.72,-155.208666666667,19.3633333333333
ci40732551,1726229444160,"4 km N of Malibu, CA",0.81,-118.8173333,34.0446667
av93263513,1726229319430,"7 km NNW of Dutch Harbor, Alaska",0.43,-166.594333333333,53.9528333333333
ci40732535,1726229054960,"20 km E of Little Lake, CA",1.73,-117.6831667,35.9485
ci40732543,1726228971480,"11 km SSW of Idyllwild, CA",0.44,-116.7681667,33.6536667
ci40732527,1726228738170,"3 km SSE of Westminster, CA",1.73,-117.9903333,33.7348333
nm60502463,1726228698440,"6 km SE of Marston, Missouri",2.17,-89.5538333333333,36.4815
ci37683828,1726228690550,"3 km ESE of Westminster, CA",1.23,-117.9746667,33.7481667
hv74456621,1726228689040,"3 km SSW of Pāhala, Hawaii",1.68,-155.494833333333,19.1768333333333
ci37683820,1726228642930,"3 km ESE of Westminster, CA",1.83,-117.975,33.7456667
ci40732519,1726228599410,"6 km N of Malibu, CA",3.23,-118.8083333,34.0613333
hv74456611,1726228586850,"2 km WSW of Pāhala, Hawaii",1.83000004,-155.500503540039,19.1906661987305
ci40732511,1726228394770,"6 km SE of Wofford Heights, CA",0.49,-118.4211667,35.6648333
av93263478,1726228389950,"8 km NNW of Dutch Harbor, Alaska",0.7,-166.597,53.958
hv74456581,1726227437290,"5 km SSW of Volcano, Hawaii",1.76,-155.249496459961,19.3916664123535
tx2024sapu,1726227433412,"33 km WSW of Ackerly, Texas",1.1,-102.046,32.407
hv74456571,1726227414730,"6 km S of Volcano, Hawaii",0.29,-155.240833333333,19.3816666666667
nn00884624,1726227348431,"16 km E of Goldfield, Nevada",2.6,-117.0551,37.6939
nc75061311,1726227223670,"11 km NNE of Alum Rock, CA",1.08,-121.782333333333,37.4591666666667
ak024bt7utic,1726227120367,"62 km N of Larsen Bay, Alaska",1.8,-154.083,58.0969
uw62037607,1726226624840,"38 km NNE of Amboy, Washington",0.25,-122.19383333333333,46.20433333333333
ci40732503,1726226186070,"6 km WNW of Little Lake, CA",0.59,-117.9761667,35.9521667
nn00884623,1726226138017,"45 km ESE of Beatty, Nevada",-0.1,-116.2999,36.7234
ak024bt7r2py,1726226094405,"83 km W of Salamatof, Alaska",3.3,-152.827,60.7066
hv74456501,1726225803180,"6 km SSW of Volcano, Hawaii",1.88,-155.247833251953,19.3811664581299
ci40732495,1726225766520,"5 km WNW of Borrego Springs, CA",0.85,-116.427,33.2655
tx2024saos,1726225459507,"30 km SSW of Los Ybanez, Texas",1.9,-102.04,32.46
hv74456466,1726225135100,"6 km SSW of Volcano, Hawaii",1.82,-155.248992919922,19.3815002441406
nn00884652,1726224265346,"20 km NNW of Sutcliffe, Nevada",0.4,-119.7322,40.1078
uu80082431,1726223827860,"14 km SW of Thatcher, Utah",1.19,-112.401,41.5915
hv74456401,1726223619580,"7 km SSW of Volcano, Hawaii",1.9,-155.253005981445,19.3783340454102
nc75061306,1726222693190,"6 km NW of Parkfield, CA",0.64,-120.487,35.9338333333333
hv74456361,1726222517450,"1 km W of Pāhala, Hawaii",1.88999999,-155.492660522461,19.2006664276123
nc75061301,1726222411420,"6 km W of Colma, CA",1.13,-122.521166666667,37.6651666666667
hv74456346,1726222152870,"1 km S of Pāhala, Hawaii",1.36,-155.479666666667,19.188
ak024bt741xo,1726222032448,"26 km WNW of Clam Gulch, Alaska",1.6,-151.8007,60.3639
us7000ndhb,1726221668259,"297 km S of Aqqan, China",4.6,82.1484,33.7848
uw62037592,1726221577100,"7 km SW of Entiat, Washington",0.63,-120.27933333333333,47.623666666666665
nc75061296,1726221220010,"15 km S of Talmage, CA",1.27,-123.101833333333,39.0055
us7000ndh8,1726220926240,"219 km E of Levuka, Fiji",4.4,-178.609,-18.0215
uw62037582,1726220703230,"38 km NNE of Amboy, Washington",-0.29,-122.19383333333333,46.209
us7000ndh7,1726220391430,"33 km S of Stonewall Gap, Colorado",2.4,-105.012,36.8501
hv74456241,1726220096810,"9 km S of Fern Forest, Hawaii",1.74,-155.123168945312,19.3784999847412
hv74456226,1726219581800,"6 km S of Volcano, Hawaii",1.74,-155.241668701172,19.3843326568604
hv74456221,1726219555990,"1 km WSW of Leilani Estates, Hawaii",1.07,-154.927166666667,19.4638333333333
us7000ndh5,1726219372518,"248 km E of Port Blair, India",4.7,95.0257,11.6975
uw62037572,1726219316080,"38 km NNE of Amboy, Washington",-0.29,-122.18116666666667,46.198166666666665
uw62037567,1726218720670,"14 km E of Winthrop, Washington",2.56,-119.984,48.48883333333333
tx2024sakx,1726218540232,"34 km WSW of Ackerly, Texas",1.9,-102.053,32.407
av93263088,1726217201940,"167 km W of Adak, Alaska",1.17,-179.0515,51.7236666666667
ci40732479,1726216813940,"5 km N of Malibu, CA",1.35,-118.8058333,34.053
ci40732471,1726216674160,"2 km ENE of Nuevo, CA",0.85,-117.1281667,33.8111667
uu80082426,1726216632560,"24 km ENE of West Yellowstone, Montana",0.48,-110.813,44.7441666666667
us7000ndgu,1726215837459,east of the North Island of New Zealand,5.0,-179.3358,-35.1626
hv74456046,1726215500410,"6 km S of Volcano, Hawaii",2.27,-155.243833333333,19.3838333333333
hv74456036,1726215460860,"7 km SW of Volcano, Hawaii",0.85,-155.278,19.3898333333333
ak024bt5yqaa,1726215272506,"66 km WSW of Karluk, Alaska",2.1,-155.543,57.4431
uw62037562,1726215227710,"13 km NNE of Port Angeles East, Washington",0.71,-123.30033333333333,48.214666666666666
ci40732463,1726215150000,"13 km WNW of Anza, CA",0.77,-116.807,33.5796667
tx2024saiy,1726214980062,"32 km E of McKinney Acres, Texas",1.0,-102.188,32.277
uw62037557,1726214708890,"38 km NNE of Amboy, Washington",0.08,-122.18533333333333,46.2035
tx2024saiq,1726214453570,"34 km WSW of Ackerly, Texas",2.1,-102.051,32.409
us7000ndgn,1726213790957,Mariana Islands region,4.5,143.7938,21.6136
ci40732455,1726213462230,"14 km WSW of Searles Valley, CA",0.33,-117.548,35.7163333
hv74455926,1726213363240,"10 km SSW of Fern Forest, Hawaii",1.79,-155.161499023438,19.3764991760254
ak024bt5j9sz,1726213340516,"71 km N of Chickaloon, Alaska",1.7,-148.3216,62.4353
hv74455906,1726212899780,"6 km SSW of Volcano, Hawaii",1.86,-155.246333333333,19.386
uw62037547,1726212675230,"38 km S of Morton, Washington",-0.03,-122.188,46.219833333333334
av93262898,1726212518200,"14 km N of Atka, Alaska",0.2,-174.174333333333,52.3246666666667
av93020854,1726212511980,"14 km N of Atka, Alaska",0.4,-174.183666666667,52.3268333333333
av93020879,1726212506510,"13 km N of Atka, Alaska",0.22,-174.175,52.3203333333333
av93020864,1726212312330,"39 km WSW of Unalaska, Alaska",0.55,-167.049833333333,53.6961666666667
hv74455871,1726212167510,"6 km S of Volcano, Hawaii",1.59,-155.243333333333,19.3823333333333
hv74455851,1726211800770,"26 km W of Volcano, Hawaii",1.38,-155.487833333333,19.4695
hv74455846,1726211705620,"6 km S of Volcano, Hawaii",2.16,-155.245666666667,19.3868333333333
hv74455841,1726211666300,"6 km S of Volcano, Hawaii",1.0,-155.242333333333,19.3886666666667
tx2024sagw,1726211228529,"15 km SE of Ackerly, Texas",1.3,-101.585,32.445
nc75061286,1726210861200,"3 km ESE of The Geysers, CA",0.35,-122.726,38.7678333333333
ak024bt5082w,1726210413529,"17 km E of Nikiski, Alaska",1.9,-150.9708,60.6846
hv74455771,1726210107640,"5 km SSW of Volcano, Hawaii",2.25,-155.249833333333,19.3926666666667
hv74455756,1726209783970,"10 km SSW of Fern Forest, Hawaii",1.76,-155.161834716797,19.3754997253418
ci40732447,1726209387500,"16 km ESE of Anza, CA",1.04,-116.5071667,33.5108333
us7000ndg9,1726209229388,"150 km SE of Sarangani, Philippines",5.1,126.5069,4.5327
hv74455706,1726208802160,"6 km SSW of Volcano, Hawaii",1.97000003,-155.260330200195,19.3898334503174
hv74455691,1726208543490,"13 km ENE of Pāhala, Hawaii",1.85000002,-155.365493774414,19.2563323974609
uw62037532,1726208404980,"38 km NNE of Amboy, Washington",-0.16,-122.197,46.205666666666666
ak024bt4r6ln,1726207875315,"15 km NNE of Susitna, Alaska",1.6,-150.3598,61.6606
mb90061333,1726206842050,"42 km NE of Spencer, Idaho",0.5,-111.8765,44.6691666666667
av93262773,1726206769100,"261 km W of Adak, Alaska",1.31,179.5685,51.8626666666667
tx2024saei,1726206591815,"5 km WNW of Pecos, Texas",1.4,-103.54,31.444
ci40732439,1726206257310,"6 km N of Malibu, CA",1.45,-118.8083333,34.0605
nc75061276,1726205981230,"8 km NNW of The Geysers, CA",0.75,-122.817001342773,38.8301658630371
ci40732431,1726205490670,"12 km SW of Salton City, CA",1.16,-116.0425,33.2231667
nc75061271,1726205465930,"14 km WSW of Mammoth Lakes, CA",0.3,-119.114166666667,37.5786666666667
hv74455561,1726205155520,"6 km W of Pāhala, Hawaii",2.1099999,-155.54150390625,19.2089996337891
uu80082421,1726205122000,"18 km SSW of Thatcher, Utah",0.62,-112.413333333333,41.5516666666667
tx2024sadd,1726204443981,"15 km NNE of Hermleigh, Texas",2.0,-100.689,32.762
ci40732415,1726204109980,"6 km NW of Delta, B.C., MX",2.08,-115.2425,32.3955
hv74455506,1726204046800,"5 km SSW of Volcano, Hawaii",1.76999998,-155.261337280273,19.3991661071777
hv74455501,1726203981740,"17 km SSE of Fern Forest, Hawaii",2.04,-155.094161987305,19.3146667480469
us7000ndfw,1726203572957,"15 km ESE of Hualien City, Taiwan",4.6,121.7356,23.9065
uw62037522,1726202691360,"6 km NW of Oak Bay, Canada",0.64,-123.3545,48.499833333333335
ci40732399,1726202595990,"21 km SW of Lamont, CA",1.82,-119.0856667,35.1301667
ak024bt3pfsn,1726202108042,"9 km SSE of Petersville, Alaska",1.2,-150.6703,62.4238
hv74455426,1726202107430,"12 km SSE of Volcano, Hawaii",0.87,-155.19,19.3358333333333
tx2024sabm,1726201460729,"55 km S of Whites City, New Mexico",1.5,-104.406,31.676
pr71459908,1726201403480,"2 km SSW of Indios, Puerto Rico",2.92,-66.8295,17.971
nc75061256,1726201276860,"14 km WSW of Mammoth Lakes, CA",0.58,-119.1145,37.5788333333333
ak024bt3lu4f,1726201104488,"57 km WNW of Happy Valley, Alaska",2.4,-152.6968,60.1354
ci40732383,1726200737400,"21 km NW of Grapevine, CA",1.28,-119.0953333,35.0771667
ak024bt3j4ij,1726200359632,"9 km SE of Kasilof, Alaska",1.8,-151.1324,60.2896
us7000ndfn,1726200356855,"59 km WNW of San Antonio de los Cobres, Argentina",4.3,-66.8655,-24.0213
ci40732359,1726200040230,"3 km ENE of Silver Lake, CA",1.44,-118.2326667,34.1043333
ci40732351,1726200040220,"3 km ENE of Silver Lake, CA",1.32,-118.2303333,34.103
ci40732343,1726199853980,"14 km N of Borrego Springs, CA",0.47,-116.3591667,33.3776667
ak024bt37jbf,1726199512757,"33 km E of Minto, Alaska",1.3,-148.6447,65.1163
us7000ndqs,1726199399756,"6 km W of Bedminster, New Jersey",1.6,-74.7164,40.6771
av93262523,1726199397260,"65 km ENE of Pedro Bay, Alaska",-0.53,-153.068,60.0505
uw62037512,1726199326060,"39 km NNE of Amboy, Washington",-0.09,-122.166,46.2045
nc75061251,1726199155060,"7 km NNW of The Geysers, CA",1.24,-122.803337097168,38.8271675109863
mb90061298,1726199099960,"33 km NE of Seeley Lake, Montana",2.18,-113.1235,47.3578333333333
ak024bt35yks,1726199057409,"59 km NW of Ninilchik, Alaska",1.9,-152.5015,60.3875
nc75061246,1726198963860,"10 km NW of The Geysers, CA",0.52,-122.852165222168,38.8261680603027
nc75061241,1726198796710,"7 km NNW of The Geysers, CA",0.3,-122.811164855957,38.8238334655762
nc75061236,1726198258330,"10 km NW of The Geysers, CA",1.49,-122.853500366211,38.8263320922852
ci40732327,1726198254680,"12 km N of Ocotillo Wells, CA",1.01,-116.1296667,33.2473333
ak024bt31yp4,1726197952727,"39 km SW of Cantwell, Alaska",1.7,-149.4132,63.1041
tx2024rzzn,1726197818782,"40 km NW of Toyah, Texas",1.9,-104.108,31.563
nc75061231,1726197697430,"6 km WNW of Cobb, CA",0.7,-122.789169311523,38.8371658325195
ok2024rzzf,1726197270030,"12 km E of Crowder, Oklahoma",1.06,-95.52866667,35.11566667
hv74455216,1726196739330,"6 km SSW of Volcano, Hawaii",1.70000005,-155.250503540039,19.3833332061768
nc75061221,1726196567040,"6 km WNW of Cobb, CA",0.9,-122.789665222168,38.8358345031738
hv74455196,1726196482510,"12 km SE of Volcano, Hawaii",1.72000003,-155.15950012207,19.3501663208008
ci40732311,1726196422130,"6 km N of Malibu, CA",1.67,-118.8056667,34.055
hv74455186,1726195962290,"9 km SSE of Volcano, Hawaii",1.56,-155.1855,19.3715
ci40732303,1726195820900,"10 km N of Cabazon, CA",1.11,-116.7723333,34.0088333
av93020829,1726195804650,"59 km WNW of Tyonek, Alaska",-0.33,-152.1805,61.2543333333333
av93262403,1726195734270,"60 km WNW of Tyonek, Alaska",0.44,-152.182333333333,61.2583333333333
nc75061211,1726195661610,"3 km NNW of The Geysers, CA",0.72,-122.779335021973,38.7960014343262
uu80082416,1726195465060,"15 km NW of Emery, Utah",0.91,-111.393666666667,39.0
ak024bt2kdu0,1726195430805,"16 km SE of Livengood, Alaska",1.1,-148.2559,65.4443
us7000ndfg,1726195340449,"268 km WSW of Tual, Indonesia",4.4,130.4268,-6.3182
hv74455151,1726195238690,"6 km S of Volcano, Hawaii",2.31,-155.240833333333,19.3846666666667
hv74455146,1726195213620,"6 km S of Volcano, Hawaii",2.26,-155.242,19.3835
hv74455161,1726195213490,"6 km S of Volcano, Hawaii",1.93,-155.24,19.383
nc75061201,1726195210100,"5 km W of Colma, CA",1.32,-122.519,37.6673333333333
av93020834,1726194560010,"52 km NNE of King Cove, Alaska",0.25,-161.8645,55.4546666666667
hv74455121,1726194552810,"10 km SE of Volcano, Hawaii",1.58,-155.169666666667,19.3713333333333
nc75061196,1726194278820,"5 km SSE of San Juan Bautista, CA",1.63,-121.515166666667,36.8033333333333
ci40732279,1726193928570,"9 km WSW of Idyllwild, CA",0.41,-116.8053333,33.7021667
hv74455091,1726193833660,"6 km S of Volcano, Hawaii",2.14,-155.244666666667,19.381
hv74455096,1726193789750,"7 km S of Volcano, Hawaii",1.78,-155.225833333333,19.3731666666667
nc75061191,1726193697560,"2 km NW of The Geysers, CA",0.81,-122.777336120605,38.7924995422363
tx2024rzxb,1726193347091,"21 km ESE of Balmorhea, Texas",1.9,-103.529,30.93
nc75061186,1726193128880,"7 km WNW of Cobb, CA",1.04,-122.797668457031,38.8359985351562
us7000ndf6,1726192981744,"78 km W of San Antonio de los Cobres, Argentina",4.5,-67.0799,-24.0842
pr71459898,1726192723070,"2 km NNW of Indios, Puerto Rico",2.47,-66.8276666666667,18.0115
ak024bt21v44,1726192630125,"61 km W of Nikiski, Alaska",1.9,-152.3967,60.8017
ci40732271,1726192235390,"10 km W of Lytle Creek, CA",0.65,-117.6108333,34.26
hv74455021,1726191712280,"18 km NNE of Pāhala, Hawaii",1.78,-155.423004150391,19.3640003204346
uw62037502,1726191519420,"2 km ENE of Cathcart, Washington",1.41,-122.067,47.86066666666667
hv74454996,1726190872150,"7 km SSE of Volcano, Hawaii",1.91,-155.218673706055,19.3758335113525
av93020824,1726190622930,"71 km WSW of Nikolski, Alaska",1.14,-169.887666666667,52.7736666666667
ok2024rzvk,1726190457869,"13 km N of Alex, Oklahoma",0.91,-97.77283333,35.03216667
tx2024rzvl,1726190427628,"40 km NW of Toyah, Texas",2.3,-104.113,31.56
mb90061293,1726190123990,"5 km S of Saint Ignatius, Montana",1.11,-114.104833333333,47.2741666666667
hv74454966,1726189782690,"6 km SSW of Volcano, Hawaii",1.7,-155.247329711914,19.3815002441406
nn00884647,1726189777018,"24 km WNW of Lovelock, Nevada",1.9,-118.7422,40.2619
hv74454941,1726189065310,"7 km S of Volcano, Hawaii",2.05,-155.2415,19.3778333333333
hv74454931,1726188739830,"7 km SW of Volcano, Hawaii",1.91,-155.2795,19.3905
hv74454916,1726188301240,"7 km SW of Volcano, Hawaii",2.01,-155.28,19.3905
uw62037497,1726188170900,"5 km S of Saanichton, Canada",0.68,-123.40516666666667,48.552166666666665
av93020814,1726188126670,"13 km W of Akutan, Alaska",-1.14,-165.975,54.122
ak024bt1br4d,1726187727818,"39 km W of Tyonek, Alaska",1.8,-151.8731,61.0493
hv74454901,1726187609860,"10 km S of Fern Forest, Hawaii",1.41,-155.1515,19.37
hv74454896,1726187561530,"10 km ENE of Pāhala, Hawaii",1.44,-155.3955,19.2551666666667
uu80082411,1726187199290,"38 km NNE of Alta, Wyoming",1.25,-110.775833333333,44.0415
ci40732255,1726187182130,"8 km N of Anza, CA",-0.08,-116.6803333,33.6288333
ci40732247,1726187098410,"6 km N of Malibu, CA",1.95,-118.8098333,34.0551667
nc75061166,1726186543830,"12 km W of Toms Place, CA",0.06,-118.816666666667,37.5493333333333
nc75061161,1726186489020,"5 km E of El Granada, CA",1.31,-122.418666666667,37.5148333333333
nc75061156,1726186403110,"8 km NNW of The Geysers, CA",1.03,-122.818496704102,38.8300018310547
us7000ndeg,1726186263614,"72 km SSE of San Francisco del Mar Viejo, Mexico",4.3,-94.4815,15.5964
hv74454861,1726185662200,"5 km S of Volcano, Hawaii",1.79,-155.24333190918,19.3934993743896
hv74454856,1726185608160,"7 km SW of Volcano, Hawaii",1.80999994,-155.280502319336,19.396333694458
ci40732231,1726185557670,"17 km NW of Morongo Valley, CA",1.08,-116.7156667,34.146
